town,website,first_name,practises,name,phone2,recommendation_number,phone1,recommendation_percentage,county,url,year_established,stars,postal_code,people1,people2,people3,number_of_stars,size
,http://www.stcwlaw.com,Thomas,"Litigation,Bankruptcy,Foreclosures,Creditor's Rights,Banking and Financial Services,Appellate Practice,Commercial Law,Corporate Law and Transactions,Financial Transactions,Securities,Environmental Law,Labor and Employment,Real Estate,Zoning and Land Use,Medical Malpractice,Products Liability,Municipal Law,Arbitration and Mediation","Stagg, Terenzi, Confusione & Wabnik, LLP",,,212-324-3800,,,https://www.martindale.com/new-york/new-york/stagg-terenzi-confusione-and-wabnik-llp-158928927-f/,,5.0,,Thomas E. Stagg|Partner,Ronald M. Terenzi|Partner,Lisa M. Confusione|Partner,[25],[12]
,,,"Amputation,ATV Accident,Auto Accident,Airplane Crash,Boat Accident,Bike Accident,Bicycle Accident,Birth Injury,Brain Injury,Broken Bone,Back Injury,Blindness,Burn Victim,Car Accident,Crane Injury,Construction Accident,Dog Bite,Deafness,Defective Product,Hearing Loss,Head Injury,Lead Paint Injury,Loss of Sight,Medical Malpractice,Motorcycle Accident,Paraplegia,Paralysis,Paralyzed Injury,Product Liability,Premises Liability,Quadriplegia,Scaffolding Accident,SUV Accident,Slip & Fall,Spinal Injury,Spinal Cord Injury,Subway Accident,Train Accident,Trip and Fall,Truck Accident,Workers' Compensation,Wrongful Death",Law Offices of Stephen Bilkis & Associates,,,,,,https://www.martindale.com/kew-gardens/new-york/law-offices-of-stephen-bilkis-and-associates-158438793-f/,,,,,,,,
,,,"Personal Injury,Automobile Accidents,Boating Accidents,Dog Bites,Head and Spinal Injuries,Motorcycle Accidents,Nursing Home Litigation,Railroad Accidents,Sexual Abuse,Slip and Fall,Trucking Accidents,Wrongful Death","Brindisi, Murad, Brindisi & Pearlman, LLP",,,,,,https://www.martindale.com/syracuse/new-york/brindisi-murad-brindisi-and-pearlman-llp-158939527-f/,,4.3,,,,,[19],
,http://www.cglawoffices.com,Michael,"General Civil Practice before all State and Federal Courts and Administrative Agencies,Appellate Practice,Trial Practice,Banking Law,Corporate Law,Mergers and Acquisitions,Intellectual Property Litigation,Taxation,Real Estate,Probate,Trusts and Estates,Estate Planning,Pension and Profit Sharing Plans,Casualty Insurance,Personal Injury,Medical Malpractice,Products Liability,Construction Law,Labor and Employment (Public and Private),Municipal Law,Education Law,Utility Law,Environmental Law,Tax Assessment Law,Condemnation,Social Security,Family Law,Domestic Relations,Zoning Law,Land Use,Commercial Litigation,Civil Litigation,Criminal Law,Elder Law,Workers Compensation,Oil and Gas Law,Mineral Rights,Divorce,Creditor Bankruptcy","Coughlin & Gerhart, LLP",,,607-865-6507,,,https://www.martindale.com/walton/new-york/coughlin-and-gerhart-llp-158972831-f/,,4.7,,Michael P. DeGroat|Of Counsel,,,[52],[1]
,,,"Litigation,International Law,Insurance,Employment Law,Banking Law,Government Relations,Antitrust,Trade,White Collar Crime",Lewis Baach PLLC,,,,,,https://www.martindale.com/new-york/new-york/lewis-baach-pllc-158859823-f/,,4.8,,,,,[5],
,,,"Personal Injury,Divorce,Criminal Law,Automobile Accidents,Child Custody,DUI/DWI,Family Law,Medical Malpractice,Drug Crimes,White Collar Crime,Wills and Probate,Wrongful Death,Buying and Selling of Businesses,Child Support,Civil Litigation,Commercial Litigation,Fathers Rights,General Practice,Litigation,Products Liability,Residential Real Estate,Slip and Fall,Small Business Law,Traffic Violations,Assault,Automobile Products Liability,Boating Accidents,Complex Litigation,Construction Accidents,Construction Litigation,Contracts,Dog Bites,Drivers License Suspension,Felonies,Head and Spinal Injuries,Misdemeanors,Motorcycle Accidents,Premarital Agreements,Premises Liability,Seatbelt Injury,Spousal Support,Trucking Accidents,Visitation Rights,Whiplash,Real Estate,Commercial Law",The Rossi Law Firm,,,,,,https://www.martindale.com/new-york/new-york/the-rossi-law-firm-158865029-f/,,5.0,,,,,[37],
,,,"Immigration,Criminal,Family,Bankruptcy,Personal Injury",Law Office of Osa Igunbor,,,,,,https://www.martindale.com/newburgh/new-york/law-office-of-osa-igunbor-158362223-f/,,,,,,,,
,,,"Alternative Dispute Resolution,Corporate Law,Creditors' Rights,Environmental Law,Energy,Trusts,Estates,Labor and Employment,Commercial Real Estate,Construction Law,Commercial Litigation,Government,Taxation,Business Law,Mergers And Acquisitions,Secured Transactions,Real Estate,Wills,Estate Planning,Insurance Law,Intellectual Property,Litigation,Bankruptcy,Reorganization,Commercial Law,Business Litigation",Leech Tishman,,,,,,https://www.martindale.com/new-york/new-york/leech-tishman-158319921-f/,,4.8,,,,,[112],
,,,"Commercial Litigation,Commercial Transactions,Energy,Natural Resources,Oil and Gas Law,Water Law,Water Rights",Ganje Law Office,,,,,,https://www.martindale.com/albany/new-york/ganje-law-office-158000957-f/,,4.3,,,,,[23],
,,,"Immigration,Employment Immigration,Asylum,Business Immigration,Citizenship,Consular Law,Deportation,Diplomatic Immunity,Employment Authorizations,Employment Visas,Family Immigration Law,Immigration Law,Investor Visas,Labor Certifications,Permanent Visas,Political Asylum,Refugee Law,Religious Visas,Removal Proceedings,Visas","Gules Law Firm, PLLC",,,,,,https://www.martindale.com/albany/new-york/gules-law-firm-pllc-158568957-f/,,5.0,,,,,[2],
,,,"General Practice,Foreclosure Defense,Litigation,Criminal Defense,Estate Planning,Bankruptcy Law,Business/Corporate Law,Child Support Law,Criminal Law,Divorce Law,Family Law,General Litigation,Real Estate Law,Traffic Law,DUI/DWI,Trusts and Estates Law","John M. Schwarz, Attorney at Law",,,,,,https://www.martindale.com/levittown/new-york/john-m-schwarz-attorney-at-law-158343349-f/,,,,,,,,
,,,"Auto Accidents,Construction Accidents,Premises Slip/Trip and Falls,Sidewalk Slip/Trip and Fall,Workers' Compensation,Social Security Disability,Criminal Defense,DUI/DWI Defense,Traffic Infractions,Medical Malpractice,Collections,Business Litigation,Incorporation,Contract Negotiation,Real Estate Title Closings,Landlord/Tenant Actions,Commercial Transactions,Immigration,Consumer Advocacy/Protection,Bankruptcy,Estate Planning,Wills and Trusts,Divorce,Probate Litigation,Probate,Construction Litigation,Dog Bites,Slip and Fall,Traumatic Brain Injury,Plaintiffs Personal Injury,Pedestrian Injuries,Motorcycle Accidents,Motor Vehicle Accidents and Injuries,Head Injury,Dram Shop Liability,Commercial Collections,Retail Collections,Misdemeanors,Shoplifting","Longo Law Group, PLLC",,,,,,https://www.martindale.com/long-island-city/new-york/longo-law-group-pllc-158332425-f/,,,,,,,,
,http://www.sacksteinlaw.com,Mark,"Personal Injury,Wrongful Death,Medical Malpractice,Automobile Accidents And Injuries,Pedestrian Accidents,Truck Accidents,Bus Accidents,Motorcycle Accidents,Ladder Accidents,Construction Accidents,Building Law,Sidewalks Slip,Falls,Nursing Home Negligence,Birth Injuries,Criminal Law,Criminal Defense,Driving While Intoxicated,DUI/DWI,Work Related Injuries,Workers Compensation,Scaffolding Liability,Labor Law,Stairways","Sackstein, Sackstein & Lee, LLP",,,"347-990-3237,718-539-3100",,,https://www.martindale.com/bronx/new-york/sackstein-sackstein-and-lee-llp-158279165-f/,,5.0,,Mark H. Sackstein|Managing Partner,Eric B. Lee|Partner,Mark J. Decicco|Associate,[6],[5]
,,,"Intellectual Property,Patents,Trademarks,Copyright,Open Source,Trade Secrets,Designs,Commercial,Corporate,Licensing & IP Transactions,Employment & Benefits,Internet Law,Real Estate,Data Protection & Privacy,Litigation,Intellectual Property Litigation,Commercial Litigation,Employment Litigation,Real Estate Litigation",Pearl Cohen Zedek Latzer LLP,,,,,,https://www.martindale.com/new-york/new-york/pearl-cohen-zedek-latzer-llp-158467719-f/,,4.9,,,,,[13],
,http://www.morrisseyllp.com,James,"Estate Planning,Estate Litigation,Trust Law,Estates,Forensic Accounting,Real Estate,Litigation,Corporate Law,Human Resources,Adult Guardianship,Advance Directives,Dependent Adult Abuse,Elder Guardianship,Guardian Ad Litem,Guardianship,Guardianship Administration,Incompetency Proceedings,Mental Disability Law,Court Evaluator,Attorney for AIP,Counsel to Guardian,Part 36 List Guardian","Morrissey & Morrissey, LLPJ. Joseph Morrissey, III, Esq., Of Counsel",,,845-256-0550,,,https://www.martindale.com/new-paltz/new-york/morrissey-and-morrissey-llpj-joseph-morrissey-iii-esq-of-counsel-158774025-f/,,5.0,,James J. Morrissey|Member,,,[1],[1]
,http://www.butlersnow.com,David,"General Practice,Trial Practice,Appellate Practice,Federal Practice,Administrative Law,Governmental Agencies,Antitrust And Trade Regulation,Arbitration,Mediation,Banking Law,Financial Services,Regulation,Lending,Bankruptcy,Creditors' Rights,Biotechnology,Business Planning,Operations,Commercial Law,Business Law,Tax Litigation,Construction Law,Corporate Law,Governmental Fraud Investigations,Drug And Medical Device Litigation,Economic Development Incentives,Employee Benefits,Erisa,Environmental Law,Trusts And Estates,Trust Administration,Estate Planning,Gaming Law,Governmental Relations,Health Care,Insurance,Litigation,Intellectual Property,Patents,Trademarks,Copyrights,Trade Secrets,Labor And Employment,Employment Law,Management,Medical Professional Liability,Mergers And Acquisitions,Products Liability,Public Finance,Public Utility Law,Real Estate,Securities,Tax Law,Telecommunications Law,Technology Law,Toxic Torts,Transportation,White Collar Criminal Defense,Workers' Compensation",Butler Snow LLP,,,"(601) 948-5711,(601) 985-4500",,,https://www.martindale.com/new-york/new-york/butler-snow-llp-158832093-f/,,4.7,,David M. Cohen|Attorney,Stanford G. Ladner|Attorney,Jessica L. Staton|Attorney,[1427],[4]
,http://www.bklawyers.com,Bernard,"Employee Benefits,Litigation,Employment,Labor",Blitman & King LLP,,,212-643-2672,,,https://www.martindale.com/new-york/new-york/blitman-and-king-llp-158712719-f/,,4.9,,Bernard T. King|Senior Partner,Jonathan M. Cerrito|Partner,,[2],[2]
,,,"Amputation,ATV Accident,Auto Accident,Airplane Crash,Boat Accident,Bike Accident,Bicycle Accident,Birth Injury,Brain Injury,Broken Bone,Back Injury,Blindness,Burn Victim,Car Accident,Crane Injury,Construction Accident,Dog Bite,Deafness,Defective Product,Hearing Loss,Head Injury,Lead Paint Injury,Loss of Sight,Medical Malpractice,Motorcycle Accident,Paraplegia,Paralysis,Paralyzed Injury,Product Liability,Premises Liability,Quadriplegia,Scaffolding Accident,SUV Accident,Slip & Fall,Spinal Injury,Spinal Cord Injury,Subway Accident,Train Accident,Trip and Fall,Truck Accident,Workers' Compensation,Wrongful Death",Law Offices of Stephen Bilkis & Associates,,,,,,https://www.martindale.com/bay-shore/new-york/law-offices-of-stephen-bilkis-and-associates-158438803-f/,,,,,,,,
,,,"Foreign Investments,Mergers and Acquisitions,Corporate Law,Financial Law,Banking Transactions,Capital Markets,Debt Restructuring,Telecommunications Law,Technology Law,Intellectual Property,Antitrust,Business Reorganizations,Insolvency,Creditors' Rights,Privatizations,Administrative Law,Regulatory Matters,Entertainment Law,Taxation,Labor and Employment,Litigation,Product Liability,Civil Law",Cabanellas Etchebarne Kelly Abogados,,,,,,https://www.martindale.com/new-york/new-york/cabanellas-etchebarne-kelly-abogados-158144641-f/,,,,,,,,
,,,"Lawsuits, Trials and Appeals,DWI,Criminal Charges,Factoring Law,Inheritance,Divorce and Custody,General Law Practice","Law Offices of Maurice J. Verrillo, PC",,,,,,https://www.martindale.com/fairport/new-york/law-offices-of-maurice-j-verrillo-pc-158192781-f/,,4.3,,,,,[1],
,,,"Real Estate,Corporate Law,Securities,Finance,Liquor Licensing,Franchising,China Law,Other International,Non-Profits,Natural Resources,Energy,Commercial Litigation,Construction Litigation,Medical Malpractice,Labor And Employment,Employment Law,Taxation,Estate Planning; Estate Administration,Environmental Law,Insurance Law,Trial Practice,Appellate Practice,Federal Practice",Messner Reeves LLP,,,,,,https://www.martindale.com/new-york/new-york/messner-reeves-llp-158795523-f/,,4.9,,,,,[14],
,,,"Immigration Law,Wills,Living Wills,Bankruptcy,Foreclosures,Business Law,Collections,Contracts,Corporate Law,Criminal Law,Debtor and Creditor,Family Law,General Practice,Guardianship and Conservatorship,Leases and Leasing,Labor and Employment,Litigation,Nonprofit and Charitable Organizations,Adoptions,Divorce,Child Support,Child Custody,Grandparents Visitation Rights,Grandparents Custody,Legal Separation,Marital Agreements,Marital Property Settlements,No Fault Divorce,Parental Rights,Post Divorce Modification,Post Nuptial Agreements,Premarital Agreements,Qualified Domestic Relations Orders (QDROs),Spousal Support,Step Parent Adoptions,Termination of Parental Rights,Uncontested Divorce,Bankruptcy Chapter 7,Bankruptcy Chapter 13,Traffic Violations","Law Office of J. D. Ngando, PLLC",,,,,,https://www.martindale.com/new-york/new-york/law-office-of-j-d-ngando-pllc-158621535-f/,,4.1,,,,,[9],
,,,"Divorce & Family,Spousal Support,Child Custody,Child Support,Modifications,Prenuptial & Postnuptial Agreements,Grandparent's Rights,Father's Rights,Same-Sex Marriage / LGBT,Criminal,Traffic Violations,Misdemeanors,Felonies,Arraignments,Drug Crimes,DWI/DUI Defense,False Arrests,Juvenile Crimes,Probation Violations,Sex Crimes,Violent Crimes,Theft Crimes,White Collar Crimes,Appeals,Airport Gun Charges,Immigration,Deferred Action for Childhood Arrivals (DACA),Citizenship & Naturalization,Deportation/Removal Proceedings,Green Card/Permanent Visas,Temporary Visas,Real Property,Residential Property,Commercial Property,Land-Use Planning,Foreclosure Defense,Business,Business Information,Contracts,Commercial Litigation,Debt Collection,Personal Injury,Auto Accidents,Construction Accidents,Premises Liability,Wrongful Death,Slip & Falls,Dog Bites","Hedayati Law Group, P.C.",,,,,,https://www.martindale.com/bronx/new-york/hedayati-law-group-p-c-158775223-f/,,5.0,,,,,[3],
,,,"Divorce,Family Law,Child Custody",Provda Law Firm,,,,,,https://www.martindale.com/brooklyn/new-york/provda-law-firm-158560723-f/,,5.0,,,,,[2],
,,,"Professional Liability,Construction Litigation,Code Violations,Commercial Litigation,Insurance Law,FDCPA","McDonough Law, L.L.P.",,,,,,https://www.martindale.com/new-york/new-york/mcdonough-law-l-l-p-157879005-f/,,4.7,,,,,[1],
,,,"Bankruptcy,Chapter 7,Chapter 13,Consumer Bankruptcy,Foreclosures,Debtor and Creditor,Collections",Jacoby & Meyers Bankruptcy Law,,,,,,https://www.martindale.com/new-york/new-york/jacoby-and-meyers-bankruptcy-law-158713035-f/,,4.5,,,,,[23],
,,,"Appellate and Legal Issues,Bad Faith and Coverage Litigation,Banking & Finance,Business Litigation,Construction Litigation,Domestic Relations,General Negligence,Labor & Employment,Legal Malpractice,Long Term Care & Assisted Living Litigation,Medical Malpractice,Municipal Liability,Pharmaceutical and Medical Device Litigation,Premises Liability,Product Liability,Professional Negligence,Toxic Tort and Environmental Litigation,Transportation",Hawkins Parnell Thackston & Young LLP,,,,,,https://www.martindale.com/new-york/new-york/hawkins-parnell-thackston-and-young-llp-158527019-f/,,5.0,,,,,[5],
,,,"Civil Defense  Litigation,Employment Law,General Tort Defense,Medical Malpractice,Municipal Liability,Products Liability,Professional Liability,Commercial Litigation,Consulting,Construction Law,Commercial Dispute Avoidance,Resolution,Healthcare Consulting,Sustainable Building,Leed Consulting,Insurance,Excess Insurance,Reinsurance,Insurance Coverage,Counseling,Property Insurance,Subrogation,International Litigation",Foran Glennon Palandech Ponzi & Rudloff PC,,,,,,https://www.martindale.com/new-york/new-york/foran-glennon-palandech-ponzi-and-rudloff-pc-158758385-f/,,5.0,,,,,[1],
,,,"Commercial Real Estate,Condominium Law,Construction Law,Foreclosures,Real Estate,Residential Real Estate,Zoning, Planning and Land Use,Homeowners Association Law,Trusts and Estates,Wills and Probate,Estate Litigation,Guardianship and Conservatorship,Appellate Practice,Litigation,Arbitration,Automobile Accidents,Bankruptcy Chapter 11,Bankruptcy Chapter 7,Breach of Contract,Business Formation,Business Law,Business Litigation,Civil Litigation,Collaborative Family Law,Contracts,Corporate Law,Criminal Law,Cruise Ship Injuries,Dog Bites,Divorce,Family Law,Franchises and Franchising,Helicopter Crash Litigation,Loan Modification,Mediation,Medical Malpractice,Nonprofit and Charitable Organizations,Private Foundations,Personal Injury,Wrongful Death,Products Liability,Property Damage,Property Law,Slip and Fall,Small Business Law,General Practice,Easements,Head and Spinal Injuries,Trucking Accidents,Automotive Products Liability,Employment Contracts,Human Resources Law,OSHA,Sexual Harassment,Wrongful Termination,Automobile Insurance,Property Insurance,Insurance Defense,Property Tax","Ivey Barnum & O'Mara, LLC",,,,,,https://www.martindale.com/new-york/new-york/ivey-barnum-o'mara-llc-158134031-f/,,5.0,,,,,[1],
,,,"Immigration Law,Business Immigration,Asylum,Citizenship,Deportation,Employment Authorizations,Employment Immigration,Employment Visas,Family Immigration Law,Labor Certifications,Permanent Visas,Religious Visas,Removal Proceedings,Consular Law,Immigration Reform,Investor Visas,Political Asylum,Visas","Law Offices of Karyn Schiller, LLC",,,,,,https://www.martindale.com/new-york/new-york/law-offices-of-karyn-schiller-llc-158689221-f/,,5.0,,,,,[1],
,,,"Criminal Law,DWI,Assault,Petit Larceny,Vehicle and Traffic,Fraud,Personal Injury,Slip and Fall,Auto Accidents,Motorcycle Accidents,Construction Accidents,Medical Malpractice",Robert Berkun,,,,,,https://www.martindale.com/tonawanda/new-york/robert-berkun-158618219-f/,,4.1,,,,,[3],
,,,"Administrative Adjunctions,Administrative Agency Practice,Administrative Hearings and Appeals,Administrative Litigation,Professional Licensing,Bank Collections,Bank Foreclosures,Banking Litigation,Commercial Banking,Consumer Loans,Escrow Agent Liability,Escrow Law,Interest and Usury,Lender Liability,Lenders Rights,Loan Restructuring,Loan Workouts,Secured Lending,Business Law,Business Arbitration,Business Associations Law,Business Cooperatives,Business Crimes,Business Development,Business Dissolutions,Business Enterprises,Business Estate Planning,Commercial Real Estate Acquisitions,Commercial Real Estate Bankruptcy,Commercial Real Estate Contracts,Commercial Real Estate Development,Commercial Real Estate Finance,Commercial Real Estate Foreclosure,Commercial Real Estate Litigation,Commercial Real Estate Sales,Commercial Real Estate Syndication,Commercial Real Estate Workouts,Retail Development,Computer Contracts,Computer Law,Computer Security,Compute Software Law,Computer Technology,Creditors Rights,Creditors Rights in Bankruptcy,Debtor and Creditor Collections,Debtor and Creditor Remedies,Debtor and Creditor Reorganization,Debtor and Creditor Rights,Debtor and Creditor Workouts,Debtor Rights,Fair Debt Collection Practices Act,Secured Creditors Rights,Unsecured Creditors Rights,Equipment Finance,Equipment Leasing,Vehicle Leasing,Cohabitation Agreements,Marital Agreements,Name Changes,Postnuptial Agreements,Premarital Agreements,Separation Agreements,Uncontested Divorce,Business Immigration,Citizenship,Deportation,Employment Authorizations,Employment Immigration,Employment Visas,Family Immigration Law,Immigration Law,Content Licensing,Cybersquatting,Digital Signatures,Domain Name Infringement,Domain Banes,E-Commerce,Internet Litigation,Web Site Development,Defense Litigation,Federal Civil Litigation,Federal Litigation,Trial Practice,Business Acquisitions,Business Divestitures,Leveraged Acquisitions,Leveraged Buyouts,Merger Reorganization,Mergers and Acquisitions,Patent Applications,Patent Licensing,Premises Liability Defense,Real Estate Errors and Omissions,Real Estate Exchanges,Real Estate Finance,Real Estate Foreclosure,Real Estate Fraud,Real Estate Investment,Real Estate Investment Trusts,Real Estate Joint Ventures,Real Estate Leasing,Real Estate Litigation,Real Estate Mediation,Real Estate Partnerships,Real Estate Restructuring,Real Estate Sales,Real Estate Secured Lending,Real Estate Securities,Real Estate Settlements,Real Estate Syndication,Real Estate Valuation,Real Estate Workouts,Real Property,Real Property Acquisitions,Real Property Development,Real Property Finance,Residential Real Estate,Residential Real Estate Acquisitions,Residential Real Estate Development,Residential Real Estate Finance,Residential Real Estate Foreclosure,Residential Real Estate Sales,Right of Way Easements,Technology Licensing,Technology Protection,Technology Transfers,Civil Liability,Intentional Torts,Tort Defense,Tort Liability,Trade and Professional Associations,Trade Association Law,Trade Secrets,Theft of Trade Secrets,Trade Secret Misappropriation,Trademarks,Counterfeiting,Internet Trademarks,Lanham Act,Trade Dress,Trade Names,Trademark Arbitration,Trademark Infringement,Trademark Licensing,Trademark Litigation,Trademark Prosecution,Trademark Protection,Trademark Registration,Arbitration,International Arbitration,International Dispute Resolution,International Mediation,Mediation,Business Combinations,Competition,Deceptive Trade Practices,Unfair Trade,Business Formation,Business Fraud,Business Litigation,Business Mediation,Business Organization,Business Planning,Business Regulation,Business Reorganization,Business Start-Ups,Business Succession Planning,Business Successions,Business Syndication,Business Taxation,Business Torts,Business Transactions,Business Transfers,Business Trusts,Business Valuation,Buy-Sell Agreements,Buying and Selling Businesses,Closely Held Business Estate Planning,Closely Held Business Law,Closely Held Business Taxation,Complex Business Litigation,Emerging Business Law,Emerging Growth Companies,Entrepreneurial Business Law,Family Business Law,Family Business Mediation,Family Business Successions,International Business Law,International Joint Ventures,Joint Ventures,Limited Liability Company Law,Minority Business Law,Pass-Through Entities,Private Business Law,Privatization,Professional Practices,Small Business Law,Sole Proprietorships,Strategic Alliances,Consumer Litigation,Contracts,Breach of Contract,Commercial Contracts,Contract Fraud,Contract Litigation,International Commercial Contracts,International Contracts,Copyright Infringement,Copyright Litigation,Copyright Registration,Asset Based Finance,Asset Sales,Commercial Finance,Credit Enhancement,Debt and Equity Finance,Debt Finance,Equity Finance,Financial Fraud,Financial Fraud Recovery,Financial Restructuring,Private Finance,Secured Finance,Structured Finance,Unsecured Finance,Franchise Arbitration,Franchise Distribution,Franchise Law,Franchise Licensing,Franchise Litigation,Franchise Mediation,Franchise Termination,Civil Fraud,Fraud,General Practice,Federal Practice,Investor Visas,Labor Certifications,Permanent Visas,Political Asylum,Refugee Law,Removal Proceedings,Visas,Investment in Russia,Investment Management,Confidentially Agreements,Covenants Not To Compete,Employment Breach of Contract,Employment Contracts,Employment Mediation,Executive Employment Law,Executive Severance Contracts,Negligent Hiring,Noncompete Litigation,Noncompetition and Non-Solicitation Agreements,Mortgages,Commercial Mortgages,Mortgage Banking Law,Mortgage Bankruptcy,Mortgage Finance,Mortgage Foreclosure,Mortgage Insurance,Mortgage Lien Foreclosure,Mortgage Refinancing,Mortgage Securitization,Mortgage Tax,Mortgage Workouts,Secondary Mortgage Market,Accountants Liability,Accountants Malpractice,Agent and Brokers Errors and Omissions,Architects and Engineers Liability,Architects and Engineers Malpractice,Design Professional Errors and Omissions,Design Professionals Liability,Design Professionals Malpractice,Directors and Officers and Errors and Omissions,Directors and Officers Insurance Coverage,Directors and Officers Liability,Professional Conduct,Professional Liability Defense,Contested Trusts and Estates,Decedents Estates,Estate Administration,Estate Planning,Estate Planning for the Elderly,Estate Planning for Unmarried Couples,Family Trusts,Fiduciary Law,Fiduciary Liability,Fiduciary Litigation,Living Trusts,Personal Planning,Powers of Attorney,Trust Litigation,Wealth Preservation,Unfair Competition,Appellate Practice,Bankruptcy Chapter 7,Bankruptcy Chapter 11,Bankruptcy Chapter 13,Commercial Foreclosure,Consumer Bankruptcy,Creditor Bankruptcy,Debtor Bankruptcy,Foreclosures,Fraudulent Conveyance,Liquidations,Out of Court Debt Restructuring,Personal Bankruptcy Workouts,Receiverships,Workouts,Commercial Collections,Post Judgment Collections,Secured Collections,Commercial Arbitration,Commercial Bad Faith,Commercial Fraud,Commercial Liability,Commercial Litigation,Commercial Mediation,Commercial Torts,Commercial Transactions,Commercial Transfers,Complex Commercial Litigation,International Commercial Arbitration,International Commercial Law,Negotiable Instruments,Retail Liability,Sale of Goods,Secured Transactions,Uniform Commercial Code,Commercial Real Estate,Commercial Conveyancing,Closely Held Corporations,Corporate Commercial Law,Corporate Contracts,Corporate Dissolutions,Corporate Ethics,Corporate Fiduciary Law,Corporate Finance,Corporate Formation,Corporate Governance,Corporate Insurance Defense,Corporate Litigation,Corporate Organization,Corporate Partnerships,Corporate Planning,Corporate Real Estate,Corporate Reorganization,Corporate Successions,Corporate Workouts,Family Corporations,Incorporation,Nonprofit Corporations,Proxy Contests,S Corporations,Securitization,Small Business Corporations,Takeovers,Tender Offers,Intellectual Property Arbitration,Intellectual Property Enforcement,Intellectual Property Infringement,Intellectual Property Licensing,Intellectual Property Litigation,Intellectual Property Procurement,Intellectual Property Rights,Restrictive Covenants,Commercial Landlord and Tenant Law,Commercial Leasing,Evictions,Landlord and Tenant Law,Lease Finance,Lease Terminations,Leasing,Office Leasing,Rent Control,Retail Leasing,Shopping Center Leasing,Defamation,Libel and Slander,Liner Defense,Litigation,Civil Litigation,Complex Litigation,Negligence,Negligence Defense,Charitable Organizations Law,Charitable Trusts and Foundations,Nonprofit Organizations Law,Private Foundations,Tax Exempt Organizations,Partnership Law,Family Limited Partnerships,Family Partnerships,Limited Liability Partnerships,Limited Partnerships,Partnership Dissolution,Partnership Formation,Partnership Organization,Partnership Syndication,Computer and Software Patents,Professional Malpractice,Professional Negligence,Personal Property,Personal Property Leasing,Real Estate,Boundary Disputes,Common Interest Community Law,Community Association Law,Condominium Association Law,Condominium Conversions,Condominium Development,Condominium Law,Condominium Timeshares,Conveyancing,Cooperative Conversions,Cooperative Housing Association Law,Cooperative Housing Law,Easement,Historic Conservation Easements,Homeowners Association Law,Land Acquisitions,Land Sales,Land Trusts,Planned Unit Development Law,Property Management,Quit Title,Real Estate Acquisitions,Real Estate Arbitration,Real Estate Banking Law,Real Estate Bankruptcy,Real Estate Brokerage Law,Real Estate Brokers and Agents Liability,Real Estate Brokers Licensing,Real Estate Brokers Malpractice,Real Estate Brokers Malpractice Defense,Real Estate Collections,Real Estate Contracts,Real Estate Development,High Technology,High Technology Contracts,Internet Technology,Technical Litigation,Technology Contracts,Wills,Contested Wills,Inheritance,Living Wills,Missing Heir Searches,Successions","The Law Office of Alexander Paykin, P.C.",,,,,,https://www.martindale.com/new-york/new-york/the-law-office-of-alexander-paykin-p-c-158449035-f/,,,,,,,,
,,,General Practice,"Neil H. Greenberg and Associates, P.C.",,,,,,https://www.martindale.com/new-york/new-york/neil-h-greenberg-and-associates-p-c-157868885-f/,,5.0,,,,,[2],
,,,,Esposito Partners,,,,,,https://www.martindale.com/cold-spring/new-york/esposito-partners-158108875-f/,,,,,,,,
,http://www.gerstmanschwartz.com,David,"Litigation,Corporate Law,Election Law,Real Estate,Criminal Law",Gerstman Schwartz LLP,,,"347-507-6473,212-227-7070",,,https://www.martindale.com/new-york/new-york/gerstman-schwartz-llp-158563619-f/,,4.7,,David M. Schwartz|Member,,,[12],[1]
,,,"Litigation and Dispute Resolution,Commercial and Business Disputes,Construction Law/Liens,FELA/Railroad,Labor Law,Personal Injury,Product Liability,Asbestos,Securities/Stockbroker Claims,Education and School Law,Employment Law,Environmental,Corporate and Business Advisory Services,Real Estate",Webster Szanyi LLP,,,,,,https://www.martindale.com/niagara-falls/new-york/webster-szanyi-llp-157866235-f/,,4.4,,,,,[40],
,,,,The Pusey Law Group PLLC,,,,,,https://www.martindale.com/new-york/new-york/the-pusey-law-group-pllc-157867123-f/,,,,,,,,
,,,"Real Estate Sales and Acquisitions,Finance,Debt Acquisition, Workouts and Reorganizations,Joint Ventures and Business Formation,Leasing,Hospitality,Coops and Condominiums,Contracts and Licenses,Trusts and Estates",Law Offices of Alan Schacter,,,,,,https://www.martindale.com/new-york/new-york/law-offices-of-alan-schacter-157857005-f/,,,,,,,,
,http://www.lgtlegal.com,Michael,"Personal Injury,Banking Law,Bankruptcy,Corporate Law,Mergers And Acquisitions,Environmental Law,Health Care,Labor And Employment,Employee Benefits,Pension Plans,Profit Sharing,Professional Malpractice Defense,Matrimonial Law,Family Law,Probate,Trusts And Estates,Elder Law,Tax Law,Insurance,Civil Law,Criminal Law,Local,State Government Law,Federal Practice,Trial Practice,Appellate Practice","Levene Gouldin & Thompson, LLP",,,607.272.3484,,,https://www.martindale.com/ithaca/new-york/levene-gouldin-and-thompson-llp-158374523-f/,,4.6,,Michael R. May|Partner,Richard P. Ruswick|Of Counsel,,[203],[2]
,,,,Bakos & Kritzer,,,,,,https://www.martindale.com/new-york/new-york/bakos-and-kritzer-158373957-f/,,,,,,,,
